program_id,permutation_id,measurement_type_id,stress,iter,median
2,138,3,4,10,2106223.5
2,138,3,8,10,2237607.5
2,138,3,16,10,2939121.5
2,138,2,4,10,2029849.0
2,138,2,8,10,2226282.5
2,138,2,16,10,2862805.0
2,138,1,4,10,1983584.0
2,138,1,8,10,2240478.0
2,138,1,16,10,2876375.5
2,142,3,4,10,2037748.0
2,142,3,8,10,2315476.5
2,142,3,16,10,2913718.5
2,142,2,4,10,1975915.0
2,142,2,8,10,2219405.5
2,142,2,16,10,2968473.0
2,142,1,4,10,1998665.0
2,142,1,8,10,2227386.0
2,142,1,16,10,2883921.5
2,146,3,4,10,2030983.5
2,146,3,8,10,2268887.5
2,146,3,16,10,2897287.0
2,146,2,4,10,2022868.0
2,146,2,8,10,2297594.0
2,146,2,16,10,2922943.5
2,146,1,4,10,1947000.5
2,146,1,8,10,2255312.0
2,146,1,16,10,2916443.0
2,149,3,4,10,2038042.5
2,149,3,8,10,2275770.0
2,149,3,16,10,2940547.0
2,149,2,4,10,2030602.0
2,149,2,8,10,2361889.5
2,149,2,16,10,2965012.5
2,149,1,4,10,1987005.5
2,149,1,8,10,2172034.0
2,149,1,16,10,2871331.0
2,153,3,4,10,2044390.5
2,153,3,8,10,2383396.0
2,153,3,16,10,2857866.5
2,153,2,4,10,2032067.0
2,153,2,8,10,2229546.0
2,153,2,16,10,2903494.5
2,153,1,4,10,2003343.5
2,153,1,8,10,2267883.5
2,153,1,16,10,2942721.5
2,157,3,4,10,1991787.0
2,157,3,8,10,2233137.5
2,157,3,16,10,2839456.0
2,157,2,4,10,2049888.5
2,157,2,8,10,2194614.0
2,157,2,16,10,2894317.5
2,157,1,4,10,1973461.5
2,157,1,8,10,2229137.0
2,157,1,16,10,2893827.0
2,161,3,4,10,1998807.5
2,161,3,8,10,2246675.5
2,161,3,16,10,2879634.0
2,161,2,4,10,2040119.0
2,161,2,8,10,2232808.0
2,161,2,16,10,2869564.0
2,161,1,4,10,2119248.5
2,161,1,8,10,2266172.0
2,161,1,16,10,2815614.0
2,165,3,4,10,2051398.5
2,165,3,8,10,2245748.0
2,165,3,16,10,2910952.0
2,165,2,4,10,2038954.0
2,165,2,8,10,2269522.0
2,165,2,16,10,2883985.5
2,165,1,4,10,2047003.5
2,165,1,8,10,2243170.0
2,165,1,16,10,2876727.5
2,169,3,4,10,1985117.0
2,169,3,8,10,2245472.5
2,169,3,16,10,2925673.5
2,169,2,4,10,2045002.5
2,169,2,8,10,2198874.5
2,169,2,16,10,3015561.0
2,169,1,4,10,2128763.5
2,169,1,8,10,2204436.0
2,169,1,16,10,2877371.5
2,172,3,4,10,2618212.0
2,172,3,8,10,6510579.5
2,172,3,16,10,3.2619313E7
2,172,2,4,10,2013767.0
2,172,2,8,10,2189777.0
2,172,2,16,10,2912975.0
2,172,1,4,10,2093455.0
2,172,1,8,10,2396991.5
2,172,1,16,10,3014756.0
2,176,3,4,10,2674525.5
2,176,3,8,10,6691525.5
2,176,3,16,10,3.29358075E7
2,176,2,4,10,1992304.0
2,176,2,8,10,2247394.5
2,176,2,16,10,2847349.0
2,176,1,4,10,2054694.5
2,176,1,8,10,2338695.0
2,176,1,16,10,3204921.0
2,180,3,4,10,2590676.0
2,180,3,8,10,6259384.5
2,180,3,16,10,3.2503787E7
2,180,2,4,10,2061322.5
2,180,2,8,10,2243795.5
2,180,2,16,10,2901155.5
2,180,1,4,10,2044170.0
2,180,1,8,10,2364500.0
2,180,1,16,10,3173830.0
2,185,3,4,10,3492155.5
2,185,3,8,10,1.24831285E7
2,185,3,16,10,7.3359036E7
2,185,2,4,10,2079795.5
2,185,2,8,10,2163931.0
2,185,2,16,10,2848201.0
2,185,1,4,10,2372087.0
2,185,1,8,10,2768592.0
2,185,1,16,10,3459602.0
2,189,3,4,10,3387708.0
2,189,3,8,10,1.2054048E7
2,189,3,16,10,7.45180855E7
2,189,2,4,10,2112736.5
2,189,2,8,10,2199684.0
2,189,2,16,10,3183100.5
2,189,1,4,10,2117392.0
2,189,1,8,10,2540159.5
2,189,1,16,10,3363298.5
2,193,3,4,10,3737839.5
2,193,3,8,10,1.2657119E7
2,193,3,16,10,7.7541939E7
2,193,2,4,10,2048356.0
2,193,2,8,10,2252567.0
2,193,2,16,10,2853756.5
2,193,1,4,10,2109076.5
2,193,1,8,10,2530531.0
2,193,1,16,10,3502361.0
2,198,3,4,10,3790476.0
2,198,3,8,10,1.34693865E7
2,198,3,16,10,8.09434705E7
2,198,2,4,10,1987839.5
2,198,2,8,10,2236593.5
2,198,2,16,10,3088965.5
2,198,1,4,10,2146324.0
2,198,1,8,10,2607515.5
2,198,1,16,10,3501375.0
2,200,3,4,10,3580018.5
2,200,3,8,10,1.3617258E7
2,200,3,16,10,8.1748959E7
2,200,2,4,10,1984594.0
2,200,2,8,10,2197516.5
2,200,2,16,10,2939064.0
2,200,1,4,10,2238495.5
2,200,1,8,10,2570656.0
2,200,1,16,10,3564033.0
2,205,3,4,10,4020345.5
2,205,3,8,10,1.58810825E7
2,205,3,16,10,1.02708509E8
2,205,2,4,10,1996817.5
2,205,2,8,10,2219059.5
2,205,2,16,10,2908444.0
2,205,1,4,10,2184583.5
2,205,1,8,10,2735988.0
2,205,1,16,10,3969151.5
2,209,3,4,10,3993775.0
2,209,3,8,10,1.72052035E7
2,209,3,16,10,1.12844956E8
2,209,2,4,10,1998582.0
2,209,2,8,10,2224545.0
2,209,2,16,10,2941771.0
2,209,1,4,10,2212446.5
2,209,1,8,10,2871876.5
2,209,1,16,10,4036187.5
2,215,3,4,10,4197352.5
2,215,3,8,10,1.74288455E7
2,215,3,16,10,1.13827905E8
2,215,2,4,10,2001551.0
2,215,2,8,10,2236411.0
2,215,2,16,10,2934294.0
2,215,1,4,10,2290096.5
2,215,1,8,10,2938704.0
2,215,1,16,10,4228785.5
2,219,3,4,10,4041001.0
2,219,3,8,10,1.7399556E7
2,219,3,16,10,1.12991314E8
2,219,2,4,10,2044596.0
2,219,2,8,10,2239490.0
2,219,2,16,10,2868239.5
2,219,1,4,10,2700901.5
2,219,1,8,10,3267497.5
2,219,1,16,10,4765649.5
2,223,3,4,10,4607552.0
2,223,3,8,10,1.88574875E7
2,223,3,16,10,1.13210798E8
2,223,2,4,10,1963807.0
2,223,2,8,10,2249848.5
2,223,2,16,10,2939732.0
2,223,1,4,10,2310974.0
2,223,1,8,10,3005191.5
2,223,1,16,10,4347135.0
2,227,3,4,10,4226524.0
2,227,3,8,10,1.73301845E7
2,227,3,16,10,1.136094605E8
2,227,2,4,10,2039879.5
2,227,2,8,10,2274208.0
2,227,2,16,10,2832412.5
2,227,1,4,10,2325515.5
2,227,1,8,10,2902861.0
2,227,1,16,10,4072987.0
2,231,3,4,10,4043290.0
2,231,3,8,10,1.7472082E7
2,231,3,16,10,1.129713485E8
2,231,2,4,10,2007914.0
2,231,2,8,10,2195256.5
2,231,2,16,10,2930678.5
2,231,1,4,10,2332329.0
2,231,1,8,10,2939139.0
2,231,1,16,10,4249199.0
2,235,3,4,10,4226255.5
2,235,3,8,10,1.76120625E7
2,235,3,16,10,1.130513775E8
2,235,2,4,10,2038801.0
2,235,2,8,10,2227669.5
2,235,2,16,10,2967958.0
2,235,1,4,10,2376913.0
2,235,1,8,10,2904904.5
2,235,1,16,10,4263153.0
2,238,3,4,10,4799494.0
2,238,3,8,10,2.1795838E7
2,238,3,16,10,1.47901782E8
2,238,2,4,10,1993247.5
2,238,2,8,10,2257689.0
2,238,2,16,10,2952876.0
2,238,1,4,10,2423793.5
2,238,1,8,10,3053342.5
2,238,1,16,10,4681043.0
2,242,3,4,10,4523903.5
2,242,3,8,10,2.17605245E7
2,242,3,16,10,1.456898015E8
2,242,2,4,10,1992209.5
2,242,2,8,10,2208030.0
2,242,2,16,10,2893301.0
2,242,1,4,10,2403012.5
2,242,1,8,10,3053561.5
2,242,1,16,10,4434108.5
2,245,3,4,10,4456712.0
2,245,3,8,10,2.1625245E7
2,245,3,16,10,1.45371151E8
2,245,2,4,10,2001512.5
2,245,2,8,10,2214149.5
2,245,2,16,10,2911463.0
2,245,1,4,10,2419460.5
2,245,1,8,10,3060672.5
2,245,1,16,10,4649402.5
2,251,3,4,10,4504832.0
2,251,3,8,10,2.20779965E7
2,251,3,16,10,1.45835163E8
2,251,2,4,10,2005759.0
2,251,2,8,10,2215966.5
2,251,2,16,10,2865599.0
2,251,1,4,10,2396025.5
2,251,1,8,10,2932584.5
2,251,1,16,10,4473181.5
2,255,3,4,10,5099183.5
2,255,3,8,10,2.26408095E7
2,255,3,16,10,1.456535015E8
2,255,2,4,10,1968642.5
2,255,2,8,10,2319567.0
2,255,2,16,10,2899311.5
2,255,1,4,10,2336406.0
2,255,1,8,10,3000667.5
2,255,1,16,10,4583084.0
2,259,3,4,10,5250115.5
2,259,3,8,10,2.7579761E7
2,259,3,16,10,1.83689921E8
2,259,2,4,10,1974024.5
2,259,2,8,10,2181328.0
2,259,2,16,10,2919819.5
2,259,1,4,10,2363145.0
2,259,1,8,10,3038521.0
2,259,1,16,10,4505638.0
2,264,3,4,10,5364350.5
2,264,3,8,10,2.7267315E7
