permutation_id,conj_elim,conj_total
716,992,1155
722,999,1167
730,1001,1169
735,1001,1169
742,1009,1175
750,1008,1185
754,1034,1217
759,1040,1235
765,1040,1235
772,1053,1242
778,1053,1242
781,1317,1594
791,1327,1604
793,1389,1702
799,1593,1962
805,1700,2068
811,1718,2097
817,1722,2100
823,1723,2101
829,1727,2105
834,1728,2105
838,1733,2112
844,1747,2126
850,1767,2155
854,1951,2425
861,1961,2441
866,1961,2441
871,2003,2481
879,2005,2487
885,2033,2541
893,2060,2573
897,2074,2587
905,2074,2580
909,2074,2580
918,2100,2618
926,2112,2627
933,2149,2615
939,2250,2709
944,2250,2709
948,2254,2715
954,2268,2731
963,2276,2779
967,2276,2779
975,2069,2246
980,2092,2261
985,2092,2261
991,2121,2276
997,1965,2084
1003,1965,2084
1009,1965,2084
1015,1965,2084
1021,1979,2116
1026,2014,2093
1031,2075,2075
1034,2075,2075
1040,2075,2075
1046,2075,2075
1055,531,722
1061,571,778
1069,675,906
1071,667,906
1079,667,906
1085,634,924
1091,643,933
1097,649,945
1103,649,945
1109,650,946
1115,650,946
1121,650,946
1127,650,949
1133,652,967
1138,437,593
1144,504,717
1149,504,717
1154,504,717
1161,504,717
1166,504,717
1175,507,721
1180,511,725
1186,543,757
1191,553,767
1196,553,767
1202,565,789
1208,567,791
1210,572,796
1216,585,813
1222,585,810
1228,590,817
1233,591,818
1241,597,824
1247,616,802
1252,624,814
1258,651,846
1264,655,850
1270,863,1222
1279,867,1226
1284,867,1226
1290,885,1244
1295,889,1248
1301,908,1267
1307,916,1291
1312,941,1325
1317,941,1325
1323,970,1370
1334,971,1371
1336,1007,1421
1342,1014,1432
1350,1026,1452
1358,1028,1454
1365,1052,1476
1370,1076,1500
1378,1076,1500
1382,1950,2767
1389,1956,2779
1394,1964,2791
1399,2028,2887
1404,2064,2923
1410,2066,2925
1418,2081,2960
1421,2142,3122
1429,2206,3248
1434,2206,3248
1441,2217,3284
1446,2234,3312
1453,2234,3312
1459,2234,3312
1465,2234,3312
1472,2234,3312
1480,2330,3472
1488,2890,4304
1491,2890,4304
1497,2893,4309
1503,2893,4313
1509,2933,4407
1515,2938,4419
1520,2938,4419
1525,2942,4427
1532,2951,4443
1537,2951,4443
1543,2968,4477
1549,2974,4484
1555,3116,4766
1560,3128,4815
1566,3131,4817
1571,3135,4822
1577,3138,4822
1583,3180,4886
1589,3189,4874
1595,2860,4065
1601,2892,4097
1607,2927,4132
1613,3116,4374
1619,3140,4406
1625,3140,4406
1631,3836,4670
1636,3836,4670
1643,4684,5854
1649,2684,3226
1652,1952,2094
1659,1952,2094
1664,1952,2094
1670,1952,2094
1678,1979,2116
1685,2014,2093
1688,2075,2075
1697,2075,2075
1705,537,732
1711,562,766
1716,566,770
1722,570,775
1728,570,775
1733,574,779
1739,640,959
1745,795,1295
1751,835,1319
1756,835,1319
1761,845,1339
1769,847,1341
1774,861,1355
1779,861,1372
1787,878,1406
1793,878,1406
1799,878,1406
1802,881,1410
1807,833,1333
1816,833,1333
1823,835,1335
1827,835,1335
1835,836,1334
1839,838,1336
1845,838,1336
1850,844,1342
1856,870,1372
1861,870,1372
1869,876,1384
1873,914,1432
1880,914,1433
1887,924,1453
1893,926,1455
1898,1266,2203
1904,1310,2251
1910,1324,2265
1916,1328,2271
1922,1333,2226
1928,1465,2398
1935,1469,2400
1941,1745,2784
1943,1755,2804
1952,1764,2813
1957,1774,2834
1963,2334,2890
1971,2352,2898
1977,2448,3042
1981,2448,3042
1989,2470,3048
1992,2478,3056
1999,2538,3174
2006,2541,3180
2013,2541,3180
2021,2555,3209
2026,2557,3215
2031,2585,3265
2036,2628,3311
2042,2628,3311
2048,2684,3363
2054,2684,3363
2060,2686,3365
2066,2693,3371
2072,2695,3373
2078,2699,3381
2084,2739,3453
2090,2757,3474
2096,1502,1828
2102,1524,1858
2108,1538,1874
2114,1778,2210
2120,1790,2238
2126,1791,2239
2132,1791,2239
2138,1791,2239
2144,3279,4109
2150,3279,4109
2156,3279,4109
2162,3282,4115
2168,3305,4137
2174,3305,4138
2180,3305,4138
2186,3305,4138
2192,3310,4138
2198,3310,4138
2204,3424,4314
2210,3424,4314
2218,3464,4458
2223,3464,4458
2230,3507,4520
2234,3515,4532
2239,3521,4538
2247,3569,4600
2252,3573,4604
2259,3588,4633
2264,3605,4639
2269,3605,4639
2275,3605,4639
2281,3605,4639
2287,3605,4639
2294,3605,4639
2300,3672,4705
2306,2146,2671
2312,2150,2675
2318,2150,2675
2325,2150,2675
2330,2154,2675
2336,2154,2675
2342,2075,2075
2348,2075,2075
2358,531,722
2361,533,724
2369,555,750
2376,558,800
2379,562,804
2385,562,804
2391,564,808
2399,589,837
2407,589,837
2411,619,875
2419,663,926
2423,667,930
2429,767,1148
2435,767,1148
2441,799,1180
2447,804,1182
2452,810,1189
2456,829,1205
2461,835,1217
2467,836,1218
2473,843,1231
2479,847,1235
2485,870,1252
2489,910,1312
2496,934,1350
2501,934,1350
2507,934,1350
2513,934,1350
2518,1222,1398
2524,1433,1659
2534,1433,1662
2539,1433,1662
2545,1437,1652
2551,1041,1160
2557,1385,1604
2563,1390,1613
2568,1396,1619
2575,1416,1639
2582,1418,1641
2587,1130,1314
2594,1135,1335
2600,1163,1383
2606,1183,1403
2612,1185,1409
2618,1186,1410
2622,1195,1422
2627,1205,1439
2634,1205,1439
2639,1205,1439
2644,1206,1440
2650,1212,1448
2656,1280,1521
2662,1280,1521
2668,1288,1531
2674,1305,1553
2680,1329,1585
2686,1409,1729
2692,1409,1729
2698,1409,1729
2704,1411,1731
2710,1411,1731
2714,1421,1741
2721,1423,1743
2727,1423,1743
2733,1423,1749
2739,1438,1771
2745,1454,1787
2751,1498,1871
2754,1516,1889
2760,1535,1907
2766,1543,1921
2772,1547,1929
2778,1547,1929
2784,1423,1777
2790,1430,1783
2795,1466,1819
2802,1470,1822
2809,1498,1876
2815,1546,1892
2821,1546,1892
2827,1544,1892
2831,1552,1906
2836,1568,1934
2842,1594,1976
2848,1594,1976
2854,1620,2000
2860,1631,2006
2866,1631,2006
2872,1634,2016
2878,1665,2056
2884,1691,2092
2889,1703,2100
2895,1707,2100
2903,1707,2100
2907,1724,2096
2914,1738,2083
2921,1738,2083
2926,1738,2083
2932,1738,2083
2941,1738,2083
2946,1738,2083
2950,2154,2675
2957,2154,2675
2962,2154,2675
2968,2154,2675
2976,2075,2075
2978,2075,2075
2988,2075,2075
2992,2075,2075
3001,731,994
3006,735,998
3013,740,1003
3020,762,1013
3025,764,1015
3033,796,1047
3037,798,1049
3045,798,1049
3049,807,1058
3055,809,1056
3061,813,1060
3067,817,1066
3073,817,1066
3079,858,1132
3085,859,1135
3091,859,1135
3097,862,1139
3101,862,1139
3107,904,1206
3113,906,1208
3119,1728,2313
3125,1730,2315
3131,2530,2955
3137,2530,2955
3143,2530,2955
3149,2532,2957
3153,2536,2957
3159,2804,3253
3166,2836,3301
3172,2852,3366
3178,2856,3377
3184,2856,3377
3190,3186,3871
3196,3250,4007
3202,3284,4043
3208,3302,4079
3214,3326,4103
3220,3395,4174
3226,3395,4174
3232,3415,4208
3238,3419,4214
3244,3427,4226
3250,3616,4422
3256,3625,4435
3262,3687,4535
3268,3690,4541
3274,3725,4605
3280,3725,4605
3286,3726,4638
3292,3822,4702
3297,3905,4790
3305,3911,4802
3310,3911,4802
3317,3911,4802
3323,3924,4820
3329,3962,4862
3339,4130,5194
3344,4118,5194
3349,4121,5198
3355,4176,5268
3361,4189,5293
3367,4210,5327
3373,3754,4789
3380,3754,4789
3385,3760,4796
3389,3764,4800
3395,3765,4801
3402,3767,4803
3409,3767,4803
3415,3786,4836
3420,2276,2752
3427,2340,2808
3431,2342,2814
3437,2343,2827
3443,2343,2827
3449,2355,2836
3454,2372,2857
3460,2375,2859
3466,2551,3099
3472,2551,3099
3478,2551,3099
3481,2551,3099
3487,2584,3134
3493,2586,3135
3500,2590,3135
3506,2590,3135
3512,2793,3430
3518,2793,3430
3522,2793,3430
3527,2793,3430
3536,2833,3380
3540,2908,3478
3547,2908,3478
3552,2964,3556
3558,2979,3573
3564,3026,3617
3572,3026,3617
3577,3046,3635
3587,3046,3635
3590,1870,2109
3596,2130,2397
3602,1990,2237
3608,1990,2237
3614,2014,2093
3620,2014,2093
3626,2014,2093
3632,2014,2093
3639,2075,2075
3645,2075,2075
3654,531,723
3659,536,728
3666,528,728
3670,528,728
3677,557,765
3682,589,813
3689,596,867
3695,596,867
3700,617,888
3707,619,890
3713,620,891
3719,640,919
3725,643,922
3732,667,946
3737,668,949
3743,702,983
3749,708,988
3755,720,1008
3761,737,963
3767,739,973
3773,739,990
3779,730,1010
3785,730,1011
3791,733,1013
3797,909,1189
3802,1006,1271
3807,1009,1273
3814,1012,1277
3819,1012,1277
3826,1014,1279
3833,1014,1279
3838,1016,1281
3843,1020,1285
3849,1052,1333
3855,1058,1353
3861,1714,2225
3869,1788,2349
3873,1802,2370
3879,1820,2406
3885,1823,2412
3891,2182,2912
3897,2185,2914
3906,3337,4562
3912,1538,2068
3917,1123,1515
3924,1134,1526
3930,1190,1542
3936,1194,1548
3942,1222,1577
3947,1224,1582
3953,1512,1982
3960,1516,1995
3966,1534,2017
3972,2889,3782
3977,2927,3838
3984,2927,3838
3989,3084,4032
3995,3099,4042
4002,3111,4073
4009,3111,4073
4015,3121,4090
4022,3377,4282
4028,3421,4342
4033,3424,4344
4041,3480,4452
4045,3516,4504
4051,3539,4510
4058,3543,4514
4063,3543,4514
4070,3543,4514
4075,3545,4516
4079,3559,4538
4085,3561,4540
4091,3599,4589
4097,3599,4589
4103,3362,4371
4109,3362,4371
4115,3366,4377
4120,3378,4389
4126,3380,4391
4132,3396,4397
4138,3434,4463
4144,3434,4463
4150,3434,4463
4156,3544,4585
4162,3561,4606
4168,3569,4618
4174,3569,4618
4180,3569,4618
4186,3569,4618
4192,3586,4639
4198,3586,4639
4204,3590,4639
4210,3590,4639
4216,3590,4639
4222,2099,2634
4228,2117,2650
4235,2117,2650
4240,2022,2339
4247,2022,2339
4251,2022,2339
4258,2022,2339
4263,2022,2339
4269,2022,2339
4277,2045,2324
4284,2014,2093
4287,2075,2075
4293,2075,2075
4299,2075,2075
4310,535,726
4312,535,727
4320,536,730
4326,557,751
4332,589,783
4339,621,815
4344,621,815
4351,683,987
4359,713,1025
4362,766,1083
4368,770,1085
4373,945,1434
4377,945,1434
4383,950,1440
4389,986,1541
4391,986,1542
4398,986,1542
4404,1008,1550
4410,1010,1552
4415,1016,1560
4419,1020,1564
4427,1025,1573
4434,1804,2887
4437,1838,2923
4446,1839,2925
4454,1839,2925
4460,1845,2930
4463,1191,1550
4469,1194,1552
4475,1196,1554
4481,1215,1573
4486,1217,1575
4490,1217,1575
4496,1217,1575
4503,1257,1611
4509,1274,1629
4517,1410,2117
4521,1410,2117
4527,1421,2132
4533,1439,2152
4539,1461,2178
4545,1449,2192
4550,1561,2320
4555,1663,2553
4560,2071,2553
4566,2071,2566
4573,2111,2606
4578,2111,2606
4583,2111,2606
4589,2111,2606
4594,2168,2704
4600,2225,2802
4606,2225,2802
4612,2261,2838
4617,2261,2838
4624,2261,2838
4631,2367,2996
4637,2367,2996
4644,2400,3031
4649,2406,3050
4655,2441,3062
4660,2443,3064
4665,2459,3072
4674,2465,3090
4678,2465,3090
4683,2465,3090
4689,2500,3130
4695,2534,3164
4702,2539,3170
4708,2553,3192
4716,2576,3215
4719,2587,3231
4727,3171,4135
4735,3180,4153
4741,3236,4239
4744,3245,4253
4750,3437,4317
4757,3437,4322
4764,3547,4502
4769,3551,4508
4775,3561,4524
4781,3561,4524
4787,3577,4612
4794,3577,4612
4799,3329,4292
4805,3395,4360
4811,3395,4360
4814,3431,4412
4822,3436,4416
4828,3436,4416
4836,3436,4416
4843,3436,4416
4849,3478,4467
4855,3478,4467
4861,3478,4467
4867,3490,4479
4873,3490,4479
4879,3493,4485
4885,3671,4703
4891,3231,3596
4897,3231,3596
4903,3235,3598
4909,3235,3598
4914,3235,3598
4920,3241,3602
4926,3300,3563
4932,3337,3537
4937,3337,3537
4944,2075,2075
4950,553,748
4956,585,780
4960,585,781
4966,585,781
4972,585,781
4978,588,785
4984,629,819
4989,631,821
4993,632,822
5000,675,887
5006,675,887
5012,705,925
5018,707,927
5024,717,937
5030,717,937
5036,741,961
5039,741,961
5046,741,961
5053,742,964
5057,742,964
5064,744,974
5069,744,974
5075,784,1022
5082,791,1072
5089,1035,1256
5095,1042,1276
5100,1042,1277
5105,1046,1284
5115,1084,1332
5119,1084,1332
5128,1283,1592
5132,1290,1600
5138,1317,1627
5146,1319,1629
5152,1325,1641
5158,1351,1623
5161,1351,1623
5167,1383,1699
5173,1495,1859
5179,1495,1859
5185,1546,1897
5191,1563,1914
5197,1563,1914
5201,1587,1954
5209,1590,1956
5216,1593,1964
5222,1594,1965
5229,1600,1973
5232,1635,2011
5240,1667,2059
5246,1727,2161
5251,2343,3049
5261,2356,3069
5263,2358,3071
5269,2378,3095
5275,2440,3079
5281,2659,3300
5287,2659,3300
5293,2674,3328
5299,1419,1774
5305,2636,3267
5311,2643,3274
5317,2661,3310
5322,2663,3312
5328,2675,3326
5335,1554,1891
5340,1559,1899
5348,1567,1907
5355,1571,1911
5359,1585,1925
5364,1591,1929
5373,1601,1944
5375,1607,1955
5384,1625,1971
5391,1628,1977
5398,1628,1977
5401,1646,1995
5407,1665,2003
5414,1667,2003
5420,1704,2048
5426,1710,2054
5432,1804,2152
5437,1872,2236
5444,1882,2252
5449,1884,2254
5455,1708,2070
5461,1793,2027
5467,1793,2027
5473,1797,2030
5478,1797,2030
5483,1801,2031
5488,1801,2031
5495,1813,2039
5503,1813,2039
5510,1835,2043
5514,1835,2043
5521,1849,2075
5527,1910,2057
5531,2026,2101
5538,2026,2101
5544,2026,2101
5549,2026,2101
5555,2026,2101
5561,2040,2098
5566,2075,2075
5572,2075,2075
5577,2075,2075
5583,2075,2075
5592,2075,2075
5598,535,726
5605,539,732
5612,539,733
5615,546,787
5624,570,811
5627,570,803
5631,570,803
5637,572,801
5643,564,801
5649,752,929
5655,752,929
5661,757,934
5667,758,921
5673,759,925
5677,760,927
5687,760,927
5691,784,925
5698,790,939
5706,790,939
5712,796,939
5717,794,945
5726,838,1010
5734,935,1092
5738,953,1112
5744,1001,1169
5753,1010,1175
5756,1011,1177
5762,642,729
5768,692,789
5774,702,801
5780,702,801
5788,708,803
5793,708,803
5800,708,809
5805,709,827
5813,717,837
5817,739,850
5825,739,850
5831,739,850
5839,1250,1446
5845,1250,1458
5849,1251,1459
5858,1345,1541
5862,1383,1583
5871,1383,1583
5877,1559,1839
5881,1559,1839
5890,1563,1843
5896,1625,1927
5903,1642,1945
5905,1648,1949
5913,1659,1960
5921,1659,1960
5927,1664,1969
5932,1674,1979
5942,1691,1999
5947,1787,2063
5952,1836,2129
5958,1876,2209
5966,1879,2211
5972,1896,2231
5978,1905,2249
5986,1911,2267
5991,1926,2289
5998,1926,2289
6005,1959,2324
6012,1999,2400
6016,1999,2400
6021,2068,2472
6027,2068,2472
6033,2069,2474
6039,2125,2499
6045,2125,2499
6051,2125,2499
6057,2283,2691
6062,2395,2915
6065,2435,2977
6073,2515,3057
6078,2515,3057
6086,2567,3113
6091,1540,1803
6099,1588,1903
6104,1598,1913
6114,1598,1913
6120,1986,2453
6124,1986,2453
6132,1990,2459
6137,2006,2475
6147,2008,2477
6149,2020,2503
6157,2020,2503
6163,2070,2566
6168,2076,2570
6176,2091,2584
6184,1901,2037
6188,1903,2039
6194,1903,2039
6200,1942,2067
6206,1942,2067
6212,1962,2085
6218,1962,2085
6224,1964,2087
6228,2025,2069
6234,2025,2069
6242,2040,2098
6248,2075,2075
6252,2075,2075
6259,2075,2075
6264,2075,2075
6273,535,726
6279,537,728
6285,537,728
6291,537,728
6299,554,745
6304,594,802
6312,600,812
6319,593,832
6323,597,836
6330,743,1133
6336,743,1133
6342,743,1133
6348,847,1359
6354,883,1423
6361,888,1430
6366,660,950
6372,604,839
6378,614,848
6384,614,848
6390,627,864
6396,643,890
6402,653,902
6408,653,902
6414,662,909
6425,774,1149
6429,784,1159
6435,795,1173
6442,800,1183
6448,1148,1915
6455,1164,1947
6461,1164,1947
6467,1164,1947
6473,1174,1967
6479,2080,3661
6483,2082,3665
6488,2086,3671
6495,2092,3678
6501,2110,3714
6508,2098,3730
6512,2100,3766
6520,2103,3772
6526,2167,3836
6533,2167,3836
6538,2173,3843
6544,2177,3847
6550,2182,3883
6556,2186,3887
6562,2194,3897
6566,2194,3897
6575,2253,3989
6580,2257,3995
6585,2267,4013
6591,2317,4113
6597,2351,4147
6603,2352,4148
6609,2354,4150
6615,2354,4150
6621,2450,4198
6625,2454,4209
6632,2469,4218
6636,2475,4224
6642,2476,4225
6649,2476,4225
6657,2528,4281
6663,2584,4487
6667,2596,4499
6673,2596,4499
6679,2596,4499
6684,2635,4537
6690,2635,4537
6696,2635,4537
6702,2697,4633
6708,2697,4633
6710,2681,4633
6717,2793,4761
6724,1923,2735
6729,1923,2735
6737,1985,2833
6744,2005,2867
6747,2008,2873
6755,2008,2873
6763,2014,2873
6771,2033,2911
6777,2141,3021
6783,2509,3069
6789,2513,3073
6793,2517,3074
6799,2557,3114
6804,3093,3826
6810,3093,3826
6814,3105,3852
6823,3109,3858
6830,3109,3858
6834,3109,3858
6841,1854,2232
6845,1857,2267
6851,1857,2267
6858,1857,2267
6866,1857,2267
6870,1859,2269
6878,1859,2269
6883,1913,2338
6890,2153,2674
6895,2153,2674
6902,2153,2674
6909,2153,2674
6915,2154,2675
6920,2075,2075
6926,2075,2075
6936,531,722
6942,537,728
6948,547,738
6954,582,805
6959,582,805
6966,585,808
6972,589,812
6978,589,812
6984,614,839
6991,616,839
6996,622,813
7004,634,833
7010,634,845
7016,634,849
7019,636,853
7024,802,1076
7030,802,1076
7036,806,1080
7042,806,1080
7048,810,1085
7054,858,1168
7059,1038,1292
7067,1046,1302
7073,1157,1459
7079,1158,1460
7085,1157,1460
7091,1158,1464
7097,1191,1498
7104,1229,1550
7110,1268,1589
7116,1270,1591
7122,1270,1591
7128,1257,1605
7134,1194,1507
7140,1194,1508
7144,1200,1514
7151,1201,1515
7157,1208,1522
7162,1210,1524
7168,1210,1525
7174,1232,1551
7180,1304,1659
7186,1309,1667
7193,1311,1671
7199,1314,1677
7205,1314,1677
7211,1316,1679
7216,1380,1677
7222,1393,1702
7228,1393,1702
7232,1397,1706
7239,1401,1706
7244,1419,1709
7250,1419,1709
7256,1419,1709
7262,1421,1711
7268,1481,1747
7273,1733,2083
7280,1818,2209
7285,1854,2289
7291,1865,2300
7297,1887,2330
7303,1973,2470
7309,1973,2470
7316,2023,2522
7321,2091,2594
7327,2187,2738
7335,2194,2753
7340,2194,2753
7348,2203,2769
7354,1401,1723
7360,1411,1737
7366,1408,1750
7372,1408,1750
7380,1420,1768
7384,1612,2040
7389,1612,2040
7394,1632,2071
7400,1683,2141
7407,1903,2441
7412,1907,2444
7419,2024,2592
7424,2052,2581
7430,1892,2413
7436,1892,2413
7442,1920,2455
7448,1920,2455
7454,1926,2462
7457,1939,2479
7465,1939,2479
7472,1939,2479
7477,1939,2479
7483,1957,2495
7489,1957,2495
7495,1995,2508
7501,1995,2508
7507,1995,2508
7513,2091,2597
7519,2117,2639
7525,2117,2639
7531,2117,2639
7537,2117,2639
7541,2019,2078
7549,2038,2096
7555,2073,2073
7560,2075,2075
7567,2075,2075
7572,2075,2075
7578,2075,2075
7588,537,728
7594,565,790
7599,567,792
7605,599,832
7611,599,832
7617,623,856
7623,627,860
7629,632,881
7635,501,647
7641,542,660
7646,648,771
7652,652,776
7658,681,819
7664,682,820
7672,688,832
7676,724,875
7682,727,879
7688,794,972
7693,794,972
7700,800,978
7706,800,978
7711,802,983
7718,802,984
7723,802,984
7729,811,994
7735,811,994
7741,811,994
7747,947,1498
7752,959,1514
7758,963,1520
7764,986,1546
7770,988,1548
7775,988,1548
7781,989,1549
7788,1309,1589
7794,1309,1589
7801,1309,1589
7807,1319,1603
7812,1324,1612
7818,1368,1679
7824,1400,1711
7832,1404,1715
7840,1404,1715
7847,1470,1767
7852,1472,1770
7858,1481,1783
7863,1493,1827
7869,1495,1833
7875,1500,1845
7881,1510,1861
7887,1510,1861
7890,1522,1881
7898,1533,1892
7906,1533,1892
7909,1541,1906
7916,1573,1938
7922,1573,1938
7927,1585,1956
7933,1601,1977
7939,1607,1989
7945,1613,1993
7951,1622,2010
7957,1628,2020
7963,1808,2280
7967,1818,2290
7973,1821,2294
7979,1948,2440
7985,1949,2440
7991,1951,2442
7997,1953,2443
8003,1953,2443
8009,1953,2473
8015,1953,2473
8021,1974,2509
8027,1974,2509
8031,2179,2800
8037,2182,2801
8045,2199,2822
8051,2139,2610
8056,2156,2612
8062,1813,2158
8067,1690,2014
8074,1690,2014
8081,1694,2020
8089,1642,1859
8093,1642,1859
8099,1642,1859
8105,1646,1859
8111,1694,1907
8116,3022,3395
8123,3060,3429
8129,3084,3451
8135,3088,3457
8138,1882,2027
8145,1935,2074
8151,1935,2074
8159,1935,2074
8164,1953,2090
8170,1953,2090
8178,1953,2090
8184,1972,2108
8188,1972,2108
8194,1977,2114
8201,2012,2091
8207,2012,2091
8213,2014,2093
8218,2075,2075
8226,2075,2075
8230,2075,2075
8239,563,754
8245,584,775
8251,594,785
8257,600,795
8265,602,797
8272,662,881
8278,664,891
8284,664,891
8291,664,892
8298,696,924
8304,696,924
8309,722,958
8315,754,1022
8321,776,1060
8327,778,1064
8333,778,1064
8337,789,1075
8343,795,1079
8349,801,1085
8354,801,1085
8358,801,1085
8367,817,1103
8373,822,1112
8377,828,1120
8383,830,1124
8389,830,1124
8395,830,1124
8401,830,1124
8407,830,1124
8413,883,1195
8419,883,1196
8425,886,1200
8430,886,1200
8436,894,1215
8441,896,1217
8450,900,1266
8456,690,900
8462,692,912
8468,708,946
8474,876,1086
8478,880,1090
8484,896,1130
8490,934,1170
8496,989,1268
8502,997,1276
8507,1019,1302
8514,1021,1309
8519,1034,1323
8526,1036,1328
8532,1076,1344
8537,1089,1341
8547,1093,1349
8553,1114,1373
8558,1132,1393
8565,1134,1395
8572,1134,1395
8579,1158,1427
8584,1267,1563
8590,1271,1567
8596,1271,1567
8602,1335,1645
8608,1335,1645
8613,1663,2077
8620,1663,2077
8626,1671,2086
8633,1691,2120
8639,1705,2142
8646,1705,2142
8649,1705,2142
8659,1710,2144
8663,1710,2144
8669,1709,2144
8675,1711,2150
8681,1746,2184
8688,1746,2184
8694,1831,2268
8700,1833,2270
8706,1850,2291
8712,1854,2294
8718,1853,2287
8724,1870,2308
8730,1686,2081
8736,1726,2121
8742,1726,2121
8748,1726,2121
8754,1732,2133
8759,1794,2229
8764,1844,2298
8770,1874,2327
8778,1886,2339
8783,3269,4139
8788,3365,4339
8794,3365,4339
8799,3540,4557
8805,3540,4557
8811,2064,2583
8817,2100,2619
8823,2100,2619
8829,2118,2635
8835,2118,2635
8840,2148,2671
8845,2148,2671
8851,2148,2671
8857,2148,2671
8863,2154,2675
8869,2154,2675
8874,2154,2675
8880,2075,2075
8885,2075,2075
8891,532,723
8897,532,723
8902,532,723
8910,575,790
8913,579,794
8919,582,765
8925,582,765
8931,750,925
8936,759,945
8939,784,956
8948,784,966
8952,789,971
8959,789,971
8964,789,972
8970,955,1155
8976,955,1155
8982,955,1155
8988,965,1175
8994,971,1182
9000,976,1184
9005,1036,1246
9011,1036,1264
9017,1122,1301
9019,1124,1303
9025,1127,1308
9031,1138,1327
9037,1149,1352
9043,1150,1353
9049,1156,1357
9055,1220,1446
9061,1234,1452
9067,1235,1455
9073,1260,1486
9079,1290,1496
9083,1316,1536
9088,1323,1546
9095,1379,1686
9101,1379,1686
9107,1371,1686
9116,1371,1686
9123,1371,1686
9128,1377,1694
9131,1489,1854
9137,1489,1854
9143,1490,1856
9150,1498,1870
9157,1498,1870
9163,1537,1918
9169,1553,1925
9174,1584,1964
9180,1584,1964
9186,1584,1964
9192,1590,1973
9198,1593,1979
9204,1596,1981
9210,1682,2077
9216,1682,2077
9222,1700,2097
9228,1710,2113
9234,1715,2119
9240,1715,2119
9246,2323,2955
9251,1295,1603
9257,1295,1603
9263,1295,1603
9270,1319,1603
9276,1325,1615
9282,1350,1646
9288,1362,1694
9294,1426,1742
9300,1444,1758
9305,1516,1894
9311,1511,1894
9317,1533,1916
9323,1533,1916
9329,1575,1974
9335,1575,1974
9341,1443,1846
9347,1443,1846
9353,1446,1846
9361,1460,1861
9367,1467,1867
9373,1469,1869
9379,1467,1859
9384,1523,1875
9389,1559,1911
9395,1569,1917
9401,1587,1933
9407,1617,1889
9413,1617,1889
9419,1637,1907
9426,1639,1909
9431,1644,1915
9436,1884,2203
9442,1884,2203
9448,1884,2203
9454,1953,2272
9460,1914,2057
9465,1914,2057
9473,1914,2057
9477,1916,2059
9483,1942,2083
9489,1957,2112
9493,1979,2116
9500,1979,2116
9506,2040,2098
9512,2040,2098
9520,2075,2075
9525,2075,2075
9534,593,894
9540,593,894
9546,595,896
9552,627,936
9557,632,941
9563,642,951
9569,644,955
9575,650,961
9581,842,1221
9587,864,1231
9593,890,1283
9601,895,1329
9607,927,1389
9613,930,1392
9619,930,1392
9625,930,1392
9631,938,1402
9639,976,1462
9645,1008,1561
9650,1050,1636
9656,1050,1636
9662,1056,1646
9668,1152,1742
