program_id,permutation_id,measurement_type_id,stress,iter,median
2,138,3,32,10,2247683.5
2,138,3,64,10,2852474.0
2,138,3,128,10,3987969.0
2,138,2,32,10,2236172.0
2,138,2,64,10,2718383.0
2,138,2,128,10,3900857.5
2,138,1,32,10,2224209.0
2,138,1,64,10,2606047.0
2,138,1,128,10,3823261.5
2,142,3,32,10,2213546.0
2,142,3,64,10,2778434.5
2,142,3,128,10,3829523.5
2,142,2,32,10,2264452.5
2,142,2,64,10,2698213.0
2,142,2,128,10,3911716.0
2,142,1,32,10,2191499.0
2,142,1,64,10,2648987.0
2,142,1,128,10,3698628.0
2,146,3,32,10,2220011.0
2,146,3,64,10,2664495.0
2,146,3,128,10,3830852.5
2,146,2,32,10,2252284.0
2,146,2,64,10,2710670.0
2,146,2,128,10,4061487.5
2,146,1,32,10,2213196.0
2,146,1,64,10,2603599.5
2,146,1,128,10,3755977.0
2,149,3,32,10,2326408.0
2,149,3,64,10,2738458.5
2,149,3,128,10,3873858.5
2,149,2,32,10,2267938.0
2,149,2,64,10,2729471.0
2,149,2,128,10,4070770.0
2,149,1,32,10,2181948.0
2,149,1,64,10,2612565.0
2,149,1,128,10,3641567.5
2,153,3,32,10,2252018.0
2,153,3,64,10,2753742.0
2,153,3,128,10,4193777.5
2,153,2,32,10,2286990.5
2,153,2,64,10,2806445.0
2,153,2,128,10,3985275.5
2,153,1,32,10,2181489.5
2,153,1,64,10,2669182.0
2,153,1,128,10,3581777.0
2,157,3,32,10,2375816.0
2,157,3,64,10,2700242.5
2,157,3,128,10,4070731.0
2,157,2,32,10,2220331.0
2,157,2,64,10,2785965.5
2,157,2,128,10,4004024.0
2,157,1,32,10,2182568.0
2,157,1,64,10,2722385.5
2,157,1,128,10,3691490.0
2,161,3,32,10,2259196.0
2,161,3,64,10,2803565.5
2,161,3,128,10,3822403.5
2,161,2,32,10,2295232.5
2,161,2,64,10,2783713.0
2,161,2,128,10,3880593.0
2,161,1,32,10,2452544.0
2,161,1,64,10,2930025.0
2,161,1,128,10,3721159.0
2,165,3,32,10,2322578.0
2,165,3,64,10,2693698.0
2,165,3,128,10,4083604.0
2,165,2,32,10,2300294.0
2,165,2,64,10,2671844.0
2,165,2,128,10,4076372.0
2,165,1,32,10,2162365.5
2,165,1,64,10,2604785.5
2,165,1,128,10,3601279.5
2,169,3,32,10,2277844.5
2,169,3,64,10,2703339.0
2,169,3,128,10,3900058.5
2,169,2,32,10,2206944.0
2,169,2,64,10,2806261.0
2,169,2,128,10,3907600.0
2,169,1,32,10,2177035.5
2,169,1,64,10,2712630.5
2,169,1,128,10,3600504.0
2,172,3,32,10,2318249.5
2,172,3,64,10,2762657.5
2,172,3,128,10,4096061.5
2,172,2,32,10,2305605.0
2,172,2,64,10,2657353.0
2,172,2,128,10,4043466.0
2,172,1,32,10,2937128.5
2,172,1,64,10,4279064.0
2,172,1,128,10,7043061.5
2,176,3,32,10,2352471.5
2,176,3,64,10,2752675.5
2,176,3,128,10,4106278.0
2,176,2,32,10,2231351.0
2,176,2,64,10,2712753.0
2,176,2,128,10,3966201.0
2,176,1,32,10,2868652.0
2,176,1,64,10,4213908.5
2,176,1,128,10,7128777.0
2,180,3,32,10,3005412.5
2,180,3,64,10,4490185.0
2,180,3,128,10,7736387.0
2,180,2,32,10,2149540.0
2,180,2,64,10,2722174.5
2,180,2,128,10,3814863.0
2,180,1,32,10,2956111.5
2,180,1,64,10,4026223.0
2,180,1,128,10,7205941.0
2,185,3,32,10,3567577.5
2,185,3,64,10,6231366.5
2,185,3,128,10,1.14185385E7
2,185,2,32,10,2223840.5
2,185,2,64,10,2760101.5
2,185,2,128,10,4071232.5
2,185,1,32,10,3717278.0
2,185,1,64,10,5896083.0
2,185,1,128,10,1.1252588E7
2,189,3,32,10,3826759.5
2,189,3,64,10,6284788.0
2,189,3,128,10,1.13828405E7
2,189,2,32,10,2206906.5
2,189,2,64,10,2674298.0
2,189,2,128,10,3878881.5
2,189,1,32,10,3670443.0
2,189,1,64,10,6209816.5
2,189,1,128,10,1.14362565E7
2,193,3,32,10,3862422.0
2,193,3,64,10,6510915.0
2,193,3,128,10,1.223688E7
2,193,2,32,10,2275414.5
2,193,2,64,10,3171666.5
2,193,2,128,10,3828572.0
2,193,1,32,10,3880530.5
2,193,1,64,10,5861499.5
2,193,1,128,10,1.18447195E7
2,198,3,32,10,3777070.0
2,198,3,64,10,6214392.0
2,198,3,128,10,1.20497685E7
2,198,2,32,10,2218222.0
2,198,2,64,10,2747692.0
2,198,2,128,10,3917687.0
2,198,1,32,10,4050685.5
2,198,1,64,10,6597881.0
2,198,1,128,10,1.16533305E7
2,200,3,32,10,3851363.5
2,200,3,64,10,6383475.0
2,200,3,128,10,1.19280015E7
2,200,2,32,10,2242346.5
2,200,2,64,10,2764257.5
2,200,2,128,10,4029649.0
2,200,1,32,10,3966951.0
2,200,1,64,10,6073909.0
2,200,1,128,10,1.16732975E7
2,205,3,32,10,4606950.5
2,205,3,64,10,8305907.0
