program_id,permutation_id,measurement_type_id,stress,iter,median
2,138,3,32,10,1276405.5
2,138,3,64,10,3042269.5
2,138,3,128,10,3968461.5
2,138,2,32,10,2607180.0
2,138,2,64,10,3249193.5
2,138,2,128,10,4004806.5
2,138,1,32,10,2657714.5
2,138,1,64,10,3135531.0
2,138,1,128,10,1894355.0
2,142,3,32,10,866053.5
2,142,3,64,10,2876588.5
2,142,3,128,10,4166516.0
2,142,2,32,10,1312447.5
2,142,2,64,10,3165924.0
2,142,2,128,10,3858342.5
2,142,1,32,10,2680524.5
2,142,1,64,10,2981930.5
2,142,1,128,10,3680922.5
2,146,3,32,10,1251061.0
2,146,3,64,10,2998428.5
2,146,3,128,10,4214128.0
2,146,2,32,10,2450644.5
2,146,2,64,10,3136415.5
2,146,2,128,10,4129620.5
2,146,1,32,10,2587079.0
2,146,1,64,10,2947360.0
2,146,1,128,10,3917596.0
2,149,3,32,10,1286410.0
2,149,3,64,10,3194185.5
2,149,3,128,10,4387830.0
2,149,2,32,10,1207421.5
2,149,2,64,10,3193945.0
2,149,2,128,10,4302361.0
2,149,1,32,10,2786241.0
2,149,1,64,10,3056434.5
2,149,1,128,10,3796896.0
2,153,3,32,10,1393224.0
2,153,3,64,10,3019843.0
2,153,3,128,10,1801629.0
2,153,2,32,10,2217231.5
2,153,2,64,10,3151859.0
2,153,2,128,10,4225380.0
2,153,1,32,10,2667687.5
2,153,1,64,10,3002723.5
2,153,1,128,10,4051401.5
2,157,3,32,10,1279231.5
2,157,3,64,10,3196650.0
2,157,3,128,10,3613854.0
2,157,2,32,10,840097.5
2,157,2,64,10,1079224.0
2,157,2,128,10,1470806.0
2,157,1,32,10,2550974.5
2,157,1,64,10,2950556.0
2,157,1,128,10,3894113.5
2,161,3,32,10,1407867.5
2,161,3,64,10,3074214.5
2,161,3,128,10,3697519.0
2,161,2,32,10,1276441.5
2,161,2,64,10,3227245.5
2,161,2,128,10,4025265.0
2,161,1,32,10,2633646.5
2,161,1,64,10,2884324.0
2,161,1,128,10,3857278.5
2,165,3,32,10,1736089.5
2,165,3,64,10,3095785.5
2,165,3,128,10,3843361.0
2,165,2,32,10,2115790.5
2,165,2,64,10,3239899.0
2,165,2,128,10,4300909.5
2,165,1,32,10,2557596.5
2,165,1,64,10,2799738.5
2,165,1,128,10,3670965.0
2,169,3,32,10,2584569.0
2,169,3,64,10,3169286.0
2,169,3,128,10,4242373.0
2,169,2,32,10,2386106.0
2,169,2,64,10,3166094.5
2,169,2,128,10,4072974.5
2,169,1,32,10,2631665.5
2,169,1,64,10,3044416.5
2,169,1,128,10,3806955.5
2,172,3,32,10,2904440.0
2,172,3,64,10,4040740.5
2,172,3,128,10,5842788.0
2,172,2,32,10,970614.5
2,172,2,64,10,3099585.0
2,172,2,128,10,4299592.0
2,172,1,32,10,3121152.5
2,172,1,64,10,4128226.0
2,172,1,128,10,5509578.5
2,176,3,32,10,2966422.5
2,176,3,64,10,3823072.0
2,176,3,128,10,6132955.0
2,176,2,32,10,1336683.5
2,176,2,64,10,3094944.5
2,176,2,128,10,3878620.0
2,176,1,32,10,3118154.5
2,176,1,64,10,4001158.0
2,176,1,128,10,5510912.5
2,180,3,32,10,1929004.5
2,180,3,64,10,4098739.5
2,180,3,128,10,5693453.0
2,180,2,32,10,1565458.0
2,180,2,64,10,2921862.0
2,180,2,128,10,3765767.5
2,180,1,32,10,2880932.5
2,180,1,64,10,3697943.0
2,180,1,128,10,5656896.0
2,185,3,32,10,2655298.5
2,185,3,64,10,4601483.5
2,185,3,128,10,7538073.5
2,185,2,32,10,1601991.5
2,185,2,64,10,2780157.5
2,185,2,128,10,4288524.0
2,185,1,32,10,3384205.0
2,185,1,64,10,4689153.5
2,185,1,128,10,6895847.0
2,189,3,32,10,3191341.5
2,189,3,64,10,4029300.0
2,189,3,128,10,6833558.0
2,189,2,32,10,2563120.5
2,189,2,64,10,3096914.5
2,189,2,128,10,4282846.5
2,189,1,32,10,3418655.0
2,189,1,64,10,4721175.5
2,189,1,128,10,7425715.0
2,193,3,32,10,1853237.5
2,193,3,64,10,4839535.0
2,193,3,128,10,7967864.0
2,193,2,32,10,1597970.0
2,193,2,64,10,3158784.0
2,193,2,128,10,4288710.0
2,193,1,32,10,3561389.0
2,193,1,64,10,4744232.5
2,193,1,128,10,7890848.5
2,198,3,32,10,2255840.0
2,198,3,64,10,4674134.5
2,198,3,128,10,8175691.0
2,198,2,32,10,1743171.5
2,198,2,64,10,3036751.0
2,198,2,128,10,4099929.5
2,198,1,32,10,1708915.5
2,198,1,64,10,4857880.5
2,198,1,128,10,6128834.0
2,200,3,32,10,1212334.5
2,200,3,64,10,1735404.0
2,200,3,128,10,3016668.5
2,200,2,32,10,1017067.5
2,200,2,64,10,3081203.0
2,200,2,128,10,3731647.0
2,200,1,32,10,3350737.5
2,200,1,64,10,4860276.0
2,200,1,128,10,7419586.5
2,205,3,32,10,2683275.5
2,205,3,64,10,5471820.0
2,205,3,128,10,1.00257585E7
2,205,2,32,10,861418.5
2,205,2,64,10,1048469.5
2,205,2,128,10,1515990.5
2,205,1,32,10,1463569.5
2,205,1,64,10,2151130.5
2,205,1,128,10,3975548.5
2,209,3,32,10,3530697.5
2,209,3,64,10,6704388.0
2,209,3,128,10,9977822.5
2,209,2,32,10,2477962.5
2,209,2,64,10,3053922.0
2,209,2,128,10,4102300.0
2,209,1,32,10,4057702.5
2,209,1,64,10,6007526.0
2,209,1,128,10,9145056.0
2,215,3,32,10,3279891.5
2,215,3,64,10,5768136.0
2,215,3,128,10,8117125.5
2,215,2,32,10,986427.0
2,215,2,64,10,3161323.5
2,215,2,128,10,3994853.0
2,215,1,32,10,4214012.0
2,215,1,64,10,6120172.5
2,215,1,128,10,1.0244506E7
2,219,3,32,10,2421349.5
2,219,3,64,10,5812950.0
2,219,3,128,10,9838494.0
2,219,2,32,10,894885.0
2,219,2,64,10,1020249.0
2,219,2,128,10,1495146.0
2,219,1,32,10,4177829.5
2,219,1,64,10,6276973.0
2,219,1,128,10,8687903.0
2,223,3,32,10,3534453.0
2,223,3,64,10,6268780.0
2,223,3,128,10,8520904.5
2,223,2,32,10,2315860.5
2,223,2,64,10,3042116.5
2,223,2,128,10,4084567.5
2,223,1,32,10,3817456.5
2,223,1,64,10,4263863.0
2,223,1,128,10,1.0154235E7
2,227,3,32,10,3722200.5
2,227,3,64,10,6740557.0
2,227,3,128,10,1.10020615E7
2,227,2,32,10,1292988.0
2,227,2,64,10,3294316.5
2,227,2,128,10,4428106.5
2,227,1,32,10,4326194.5
2,227,1,64,10,6322688.5
2,227,1,128,10,5312816.0
2,231,3,32,10,3343023.0
2,231,3,64,10,6128078.0
2,231,3,128,10,9662680.0
2,231,2,32,10,1769130.0
2,231,2,64,10,2411954.5
2,231,2,128,10,3141412.0
2,231,1,32,10,4282751.5
2,231,1,64,10,6074965.0
2,231,1,128,10,8882357.5
2,235,3,32,10,1476905.5
2,235,3,64,10,2444250.0
2,235,3,128,10,4561127.5
2,235,2,32,10,2606151.0
2,235,2,64,10,3243450.5
2,235,2,128,10,4134299.0
2,235,1,32,10,4108607.0
2,235,1,64,10,6415752.0
2,235,1,128,10,9890335.0
2,238,3,32,10,3957135.5
2,238,3,64,10,7200955.5
2,238,3,128,10,1.0182444E7
2,238,2,32,10,2723689.5
2,238,2,64,10,1076668.5
2,238,2,128,10,1503940.0
2,238,1,32,10,4835361.0
2,238,1,64,10,7179862.0
2,238,1,128,10,1.01481355E7
2,242,3,32,10,3008337.5
2,242,3,64,10,6374348.5
2,242,3,128,10,1.0371651E7
2,242,2,32,10,1502267.0
2,242,2,64,10,2926701.0
2,242,2,128,10,3981186.5
2,242,1,32,10,3667173.0
2,242,1,64,10,7170787.0
2,242,1,128,10,1.1695388E7
2,245,3,32,10,4155162.5
2,245,3,64,10,6696808.0
2,245,3,128,10,1.07201075E7
2,245,2,32,10,867610.0
2,245,2,64,10,1076486.5
2,245,2,128,10,1486725.0
2,245,1,32,10,1653013.5
2,245,1,64,10,2685669.0
2,245,1,128,10,5196848.0
2,251,3,32,10,2069853.0
2,251,3,64,10,6830923.0
2,251,3,128,10,1.01924795E7
2,251,2,32,10,1725341.5
2,251,2,64,10,3127614.0
2,251,2,128,10,3864163.0
2,251,1,32,10,4809811.0
