"id","path_id","level_id","stress","diff_grad","percent_diff_grad"
"0",0,0,32,-740892,-49.9664481355617
"0",0,0,64,-2022142,-73.9655517380501
"0",0,0,128,-6995499,-90.7564971243465
"8000000000",0,1,32,-164020,-10.9486590529363
"8000000000",0,1,64,6132,0.224621308693856
"8000000000",0,1,128,59663,0.788331796212075
"8000010000",0,2,32,36834,2.71058071362289
"8000010000",0,2,64,154924,5.80994122330382
"8000010000",0,2,128,198256,2.61520503444381
"8000050000",0,3,32,9397,0.67415504633426
"8000050000",0,3,64,111927,4.1420724906169
"8000050000",0,3,128,155745,2.04325811409421
"8000050040",0,4,32,-4834,-0.347292070188345
"8000050040",0,4,64,189369,7.1015390061693
"8000050040",0,4,128,282238,3.7244883147046
"8000058040",0,5,32,-16315,-1.10132678995136
"8000058040",0,5,64,79867,2.89252771219518
"8000058040",0,5,128,147443,1.94372103477574
"800005a040",0,6,32,49948,3.73139736154617
"800005a040",0,6,64,117449,4.38700881518004
"800005a040",0,6,128,229452,3.01877478676019
"20000000800005a040",0,7,32,99302,7.16344738831595
"20000000800005a040",0,7,64,54679,2.00668589469991
"20000000800005a040",0,7,128,80342,1.05712072955041
"20100000800005a040",0,8,32,223049,16.0911670963916
"20100000800005a040",0,8,64,297111,11.0087714910423
"20100000800005a040",0,8,128,462170,6.07056950025147
"20140000800005a040",0,9,32,49997,3.64527056092415
"20140000800005a040",0,9,64,39139,1.46602126122252
"20140000800005a040",0,9,128,246562,3.25169091567538
"20140000800005a042",0,10,32,110924,8.24603398801647
"20140000800005a042",0,10,64,125061,4.65416683413495
"20140000800005a042",0,10,128,62965,0.827341953247066
"20140002800005a042",0,11,32,-24417,-1.59433699231399
"20140002800005a042",0,11,64,77935,2.77563298036774
"20140002800005a042",0,11,128,314247,4.10516910061647
"20140002820005a042",0,12,32,-33463,-2.40409104265406
"20140002820005a042",0,12,64,18433,0.686574969382921
"20140002820005a042",0,12,128,136376,1.78869041802782
"20140002820205a042",0,13,32,83930,6.27230768310983
